p,k,m,logp,k_over_logp,ord2,ord3,sg,sg_over_pm1,Ckm,linf,linf_ratio,collision,coll_ratio,l2,c_linf,c_l2
241,20,10,5.4848,3.646,24,120,120,0.5000,184756,4.400398e-03,1.0605,4.151195e-03,1.0004,1.817168e-06,0.9893,1.4100
241,20,12,5.4848,3.646,24,120,120,0.5000,125970,4.556640e-03,1.0982,4.156427e-03,1.0017,7.049142e-06,0.9829,1.1628
241,20,14,5.4848,3.646,24,120,120,0.5000,38760,5.134159e-03,1.2373,4.189161e-03,1.0096,3.978335e-05,0.9612,0.8473
241,24,7,5.4848,4.376,24,120,120,0.5000,346104,4.264614e-03,1.0278,4.150069e-03,1.0002,6.918119e-07,0.9950,1.5860
241,24,10,5.4848,4.376,24,120,120,0.5000,1961256,4.197820e-03,1.0117,4.149444e-03,1.0000,6.679951e-08,0.9979,2.0122
241,24,12,5.4848,4.376,24,120,120,0.5000,2704156,4.193175e-03,1.0106,4.149446e-03,1.0000,6.832930e-08,0.9981,2.0081
241,24,14,5.4848,4.376,24,120,120,0.5000,1961256,4.237081e-03,1.0211,4.149668e-03,1.0001,2.907185e-07,0.9962,1.7441
241,24,17,5.4848,4.376,24,120,120,0.5000,346104,4.533319e-03,1.0925,4.154121e-03,1.0011,4.743437e-06,0.9839,1.2350
241,30,9,5.4848,5.470,24,120,120,0.5000,14307150,4.164561e-03,1.0037,4.149388e-03,1.0000,1.061007e-08,0.9993,2.3477
241,30,12,5.4848,5.470,24,120,120,0.5000,86493225,4.155470e-03,1.0015,4.149378e-03,1.0000,7.856878e-10,0.9997,2.8223
241,30,15,5.4848,5.470,24,120,120,0.5000,155117520,4.153180e-03,1.0009,4.149378e-03,1.0000,6.365764e-10,0.9998,2.8607
241,30,18,5.4848,5.470,24,120,120,0.5000,86493225,4.161956e-03,1.0030,4.149383e-03,1.0000,5.059506e-09,0.9994,2.4827
241,30,21,5.4848,5.470,24,120,120,0.5000,14307150,4.313647e-03,1.0396,4.149522e-03,1.0000,1.440076e-07,0.9929,1.8722
241,40,12,5.4848,7.293,24,120,120,0.5000,5586853480,4.149884e-03,1.0001,4.149378e-03,1.0000,1.089324e-11,1.0000,3.6023
241,40,16,5.4848,7.293,24,120,120,0.5000,62852101650,4.149485e-03,1.0000,4.149378e-03,1.0000,4.037682e-13,1.0000,4.2031
241,40,20,5.4848,7.293,24,120,120,0.5000,137846528820,4.149465e-03,1.0000,4.149378e-03,1.0000,2.758184e-13,1.0000,4.2726
241,40,24,5.4848,7.293,24,120,120,0.5000,62852101650,4.149873e-03,1.0001,4.149378e-03,1.0000,5.166696e-12,1.0000,3.7383
241,40,28,5.4848,7.293,24,120,120,0.5000,5586853480,4.154479e-03,1.0012,4.149378e-03,1.0000,6.492952e-10,0.9998,2.8570
241,50,15,5.4848,9.116,24,120,120,0.5000,2250829575120,4.149397e-03,1.0000,4.149378e-03,1.0000,1.671666e-14,1.0000,4.7837
241,50,20,5.4848,9.116,24,120,120,0.5000,47129212243960,4.149381e-03,1.0000,4.149378e-03,1.0000,3.044440e-16,1.0000,5.5140
241,50,25,5.4848,9.116,24,120,120,0.5000,126410606437752,4.149380e-03,1.0000,4.149378e-03,1.0000,1.136244e-16,1.0000,5.6937
241,50,30,5.4848,9.116,24,120,120,0.5000,47129212243960,4.149390e-03,1.0000,4.149378e-03,1.0000,4.285634e-15,1.0000,5.0319
241,50,35,5.4848,9.116,24,120,120,0.5000,2250829575120,4.149592e-03,1.0001,4.149378e-03,1.0000,2.207684e-12,1.0000,3.8934
251,12,4,5.5255,2.172,50,125,250,1.0000,495,1.212121e-02,3.0424,5.832058e-03,1.4638,1.847994e-03,0.7986,0.1390
251,12,5,5.5255,2.172,50,125,250,1.0000,792,1.262626e-02,3.1692,5.187608e-03,1.3021,1.203545e-03,0.7912,0.2166
251,12,6,5.5255,2.172,50,125,250,1.0000,924,9.740260e-03,2.4448,4.844362e-03,1.2159,8.602982e-04,0.8382,0.2774
251,12,7,5.5255,2.172,50,125,250,1.0000,792,1.010101e-02,2.5354,4.913402e-03,1.2333,9.293379e-04,0.8316,0.2634
251,12,8,5.5255,2.172,50,125,250,1.0000,495,1.212121e-02,3.0424,5.758596e-03,1.4454,1.774532e-03,0.7986,0.1464
251,16,5,5.5255,2.896,50,125,250,1.0000,4368,6.410256e-03,1.6090,4.174025e-03,1.0477,1.899616e-04,0.9139,0.5508
251,16,6,5.5255,2.896,50,125,250,1.0000,8008,5.619381e-03,1.4105,4.092997e-03,1.0273,1.089337e-04,0.9378,0.6514
251,16,8,5.5255,2.896,50,125,250,1.0000,12870,5.594406e-03,1.4042,4.057695e-03,1.0185,7.363113e-05,0.9386,0.7223
251,16,10,5.5255,2.896,50,125,250,1.0000,8008,5.619381e-03,1.4105,4.068952e-03,1.0213,8.488803e-05,0.9378,0.6965
251,16,11,5.5255,2.896,50,125,250,1.0000,4368,6.868132e-03,1.7239,4.153165e-03,1.0424,1.691015e-04,0.9014,0.5718
251,20,6,5.5255,3.620,50,125,250,1.0000,38760,4.695562e-03,1.1786,4.000562e-03,1.0041,1.649778e-05,0.9703,0.9930
251,20,8,5.5255,3.620,50,125,250,1.0000,125970,4.477256e-03,1.1238,3.990966e-03,1.0017,6.901996e-06,0.9789,1.1507
251,20,10,5.5255,3.620,50,125,250,1.0000,184756,4.432874e-03,1.1127,3.988506e-03,1.0011,4.441816e-06,0.9807,1.2305
251,20,12,5.5255,3.620,50,125,250,1.0000,125970,4.350242e-03,1.0919,3.989304e-03,1.0013,5.240459e-06,0.9841,1.2006
251,20,14,5.5255,3.620,50,125,250,1.0000,38760,4.876161e-03,1.2239,4.001355e-03,1.0043,1.729121e-05,0.9634,0.9845
251,24,7,5.5255,4.344,50,125,250,1.0000,346104,4.163488e-03,1.0450,3.985603e-03,1.0004,1.539524e-06,0.9920,1.4223
251,24,10,5.5255,4.344,50,125,250,1.0000,1961256,4.081058e-03,1.0243,3.984389e-03,1.0001,3.254882e-07,0.9956,1.7035
251,24,12,5.5255,4.344,50,125,250,1.0000,2704156,4.061896e-03,1.0195,3.984259e-03,1.0000,1.952176e-07,0.9965,1.7960
251,24,14,5.5255,4.344,50,125,250,1.0000,1961256,4.083098e-03,1.0249,3.984265e-03,1.0001,2.009946e-07,0.9956,1.7907
251,24,17,5.5255,4.344,50,125,250,1.0000,346104,4.224164e-03,1.0603,3.985535e-03,1.0004,1.471270e-06,0.9894,1.4305
251,30,9,5.5255,5.429,50,125,250,1.0000,14307150,4.010862e-03,1.0067,3.984090e-03,1.0000,2.586301e-08,0.9988,2.1618
251,30,12,5.5255,5.429,50,125,250,1.0000,86493225,3.996001e-03,1.0030,3.984070e-03,1.0000,5.833940e-09,0.9995,2.4313
251,30,15,5.5255,5.429,50,125,250,1.0000,155117520,3.991361e-03,1.0018,3.984066e-03,1.0000,1.876410e-09,0.9997,2.6366
251,30,18,5.5255,5.429,50,125,250,1.0000,86493225,3.993608e-03,1.0024,3.984066e-03,1.0000,2.448431e-09,0.9996,2.5885
251,30,21,5.5255,5.429,50,125,250,1.0000,14307150,4.012399e-03,1.0071,3.984091e-03,1.0000,2.678946e-08,0.9987,2.1554
251,40,12,5.5255,7.239,50,125,250,1.0000,5586853480,3.984979e-03,1.0002,3.984064e-03,1.0000,3.912773e-11,1.0000,3.3371
251,40,16,5.5255,7.239,50,125,250,1.0000,62852101650,3.984401e-03,1.0001,3.984064e-03,1.0000,4.070969e-12,1.0000,3.7466
251,40,20,5.5255,7.239,50,125,250,1.0000,137846528820,3.984298e-03,1.0001,3.984064e-03,1.0000,9.703679e-13,1.0000,4.0061
251,40,24,5.5255,7.239,50,125,250,1.0000,62852101650,3.984334e-03,1.0001,3.984064e-03,1.0000,2.507525e-12,1.0000,3.8343
251,40,28,5.5255,7.239,50,125,250,1.0000,5586853480,3.985266e-03,1.0003,3.984064e-03,1.0000,4.877389e-11,0.9999,3.2972
251,50,15,5.5255,9.049,50,125,250,1.0000,2250829575120,3.984120e-03,1.0000,3.984064e-03,1.0000,6.848515e-14,1.0000,4.4859
251,50,20,5.5255,9.049,50,125,250,1.0000,47129212243960,3.984076e-03,1.0000,3.984064e-03,1.0000,3.803381e-15,1.0000,5.0091
251,50,25,5.5255,9.049,50,125,250,1.0000,126410606437752,3.984070e-03,1.0000,3.984064e-03,1.0000,7.129713e-16,1.0000,5.3121
251,50,30,5.5255,9.049,50,125,250,1.0000,47129212243960,3.984071e-03,1.0000,3.984064e-03,1.0000,1.625436e-15,1.0000,5.1629
251,50,35,5.5255,9.049,50,125,250,1.0000,2250829575120,3.984120e-03,1.0000,3.984064e-03,1.0000,5.729618e-14,1.0000,4.5182
257,12,4,5.5491,2.163,16,256,256,1.0000,495,1.212121e-02,3.1152,5.432099e-03,1.3960,1.541048e-03,0.7952,0.1669
257,12,5,5.5491,2.163,16,256,256,1.0000,792,8.838384e-03,2.2715,4.687022e-03,1.2046,7.959711e-04,0.8522,0.2860
257,12,6,5.5491,2.163,16,256,256,1.0000,924,8.658009e-03,2.2251,4.509380e-03,1.1589,6.183289e-04,0.8559,0.3315
257,12,7,5.5491,2.163,16,256,256,1.0000,792,1.136364e-02,2.9205,4.706152e-03,1.2095,8.151018e-04,0.8069,0.2817
257,12,8,5.5491,2.163,16,256,256,1.0000,495,1.414141e-02,3.6343,5.440261e-03,1.3981,1.549211e-03,0.7675,0.1660
257,16,5,5.5491,2.883,16,256,256,1.0000,4368,5.952381e-03,1.5298,4.029577e-03,1.0356,1.385260e-04,0.9234,0.6011
257,16,6,5.5491,2.883,16,256,256,1.0000,8008,5.369630e-03,1.3800,3.952123e-03,1.0157,6.107247e-05,0.9420,0.7487
257,16,8,5.5491,2.883,16,256,256,1.0000,12870,4.972805e-03,1.2780,3.926420e-03,1.0091,3.536919e-05,0.9558,0.8471
257,16,10,5.5491,2.883,16,256,256,1.0000,8008,5.869131e-03,1.5084,3.955460e-03,1.0166,6.440954e-05,0.9259,0.7391
257,16,11,5.5491,2.883,16,256,256,1.0000,4368,6.410256e-03,1.6474,4.021505e-03,1.0335,1.304545e-04,0.9100,0.6119
257,20,6,5.5491,3.604,16,256,256,1.0000,38760,4.411765e-03,1.1338,3.900174e-03,1.0023,9.123385e-06,0.9774,1.0913
257,20,8,5.5491,3.604,16,256,256,1.0000,125970,4.167659e-03,1.0711,3.893129e-03,1.0005,2.078325e-06,0.9876,1.3579
257,20,10,5.5491,3.604,16,256,256,1.0000,184756,4.108121e-03,1.0558,3.892767e-03,1.0004,1.716202e-06,0.9902,1.3924
257,20,12,5.5491,3.604,16,256,256,1.0000,125970,4.207351e-03,1.0813,3.894425e-03,1.0009,3.374482e-06,0.9859,1.2705
257,20,14,5.5491,3.604,16,256,256,1.0000,38760,4.592363e-03,1.1802,3.905138e-03,1.0036,1.408765e-05,0.9701,1.0130
257,24,7,5.5491,4.325,16,256,256,1.0000,346104,4.045027e-03,1.0396,3.891956e-03,1.0002,9.055760e-07,0.9930,1.5076
257,24,10,5.5491,4.325,16,256,256,1.0000,1961256,3.931154e-03,1.0103,3.891126e-03,1.0000,7.590752e-08,0.9982,1.9543
257,24,12,5.5491,4.325,16,256,256,1.0000,2704156,3.951695e-03,1.0156,3.891114e-03,1.0000,6.331686e-08,0.9972,1.9870
257,24,14,5.5491,4.325,16,256,256,1.0000,1961256,3.968375e-03,1.0199,3.891183e-03,1.0000,1.321167e-07,0.9965,1.8545
257,24,17,5.5491,4.325,16,256,256,1.0000,346104,4.102813e-03,1.0544,3.892322e-03,1.0003,1.271088e-06,0.9905,1.4465
257,30,9,5.5491,5.406,16,256,256,1.0000,14307150,3.910422e-03,1.0050,3.891064e-03,1.0000,1.358941e-08,0.9991,2.2643
257,30,12,5.5491,5.406,16,256,256,1.0000,86493225,3.895276e-03,1.0011,3.891052e-03,1.0000,1.063085e-09,0.9998,2.7235
257,30,15,5.5491,5.406,16,256,256,1.0000,155117520,3.895073e-03,1.0010,3.891051e-03,1.0000,5.584760e-10,0.9998,2.8395
257,30,18,5.5491,5.406,16,256,256,1.0000,86493225,3.897808e-03,1.0017,3.891052e-03,1.0000,1.518481e-09,0.9997,2.6593
257,30,21,5.5491,5.406,16,256,256,1.0000,14307150,3.920278e-03,1.0075,3.891074e-03,1.0000,2.375385e-08,0.9987,2.1637
257,40,12,5.5491,7.208,16,256,256,1.0000,5586853480,3.891722e-03,1.0002,3.891051e-03,1.0000,1.716877e-11,1.0000,3.4670
257,40,16,5.5491,7.208,16,256,256,1.0000,62852101650,3.891151e-03,1.0000,3.891051e-03,1.0000,5.581169e-13,1.0000,4.0845
257,40,20,5.5491,7.208,16,256,256,1.0000,137846528820,3.891155e-03,1.0000,3.891051e-03,1.0000,2.651291e-13,1.0000,4.2186
257,40,24,5.5491,7.208,16,256,256,1.0000,62852101650,3.891262e-03,1.0001,3.891051e-03,1.0000,1.015743e-12,1.0000,3.9766
257,40,28,5.5491,7.208,16,256,256,1.0000,5586853480,3.892116e-03,1.0003,3.891051e-03,1.0000,3.348527e-11,1.0000,3.3467
257,50,15,5.5491,9.011,16,256,256,1.0000,2250829575120,3.891076e-03,1.0000,3.891051e-03,1.0000,1.549715e-14,1.0000,4.7303
257,50,20,5.5491,9.011,16,256,256,1.0000,47129212243960,3.891053e-03,1.0000,3.891051e-03,1.0000,2.263814e-16,1.0000,5.4919
257,50,25,5.5491,9.011,16,256,256,1.0000,126410606437752,3.891052e-03,1.0000,3.891051e-03,1.0000,6.245005e-17,1.0000,5.7240
257,50,30,5.5491,9.011,16,256,256,1.0000,47129212243960,3.891054e-03,1.0000,3.891051e-03,1.0000,4.831205e-16,1.0000,5.3553
257,50,35,5.5491,9.011,16,256,256,1.0000,2250829575120,3.891079e-03,1.0000,3.891051e-03,1.0000,2.600784e-14,1.0000,4.6370
263,12,4,5.5722,2.154,131,131,131,0.5000,495,1.414141e-02,3.7192,5.342312e-03,1.4050,1.540031e-03,0.7643,0.1622
263,12,5,5.5722,2.154,131,131,131,0.5000,792,1.010101e-02,2.6566,4.757168e-03,1.2511,9.548863e-04,0.8247,0.2480
263,12,6,5.5722,2.154,131,131,131,0.5000,924,9.740260e-03,2.5617,4.612451e-03,1.2131,8.101697e-04,0.8312,0.2775
263,12,7,5.5722,2.154,131,131,131,0.5000,792,8.838384e-03,2.3245,4.706152e-03,1.2377,9.038711e-04,0.8486,0.2578
263,12,8,5.5722,2.154,131,131,131,0.5000,495,1.212121e-02,3.1879,5.146414e-03,1.3535,1.344132e-03,0.7919,0.1866
263,16,5,5.5722,2.871,131,131,131,0.5000,4368,7.097070e-03,1.8665,3.982405e-03,1.0474,1.801240e-04,0.8880,0.5473
263,16,6,5.5722,2.871,131,131,131,0.5000,8008,5.619381e-03,1.4779,3.892399e-03,1.0237,9.011744e-05,0.9299,0.6716
263,16,8,5.5722,2.871,131,131,131,0.5000,12870,4.972805e-03,1.3078,3.845520e-03,1.0114,4.323856e-05,0.9518,0.8034
263,16,10,5.5722,2.871,131,131,131,0.5000,8008,5.244755e-03,1.3794,3.883386e-03,1.0213,8.110423e-05,0.9423,0.6905
263,16,11,5.5722,2.871,131,131,131,0.5000,4368,5.952381e-03,1.5655,3.939008e-03,1.0360,1.367264e-04,0.9196,0.5968
263,20,6,5.5722,3.589,131,131,131,0.5000,38760,4.669763e-03,1.2281,3.823640e-03,1.0056,2.135854e-05,0.9631,0.9300
263,20,8,5.5722,3.589,131,131,131,0.5000,125970,4.096213e-03,1.0773,3.806426e-03,1.0011,4.145008e-06,0.9866,1.2242
263,20,10,5.5722,3.589,131,131,131,0.5000,184756,4.118946e-03,1.0833,3.804623e-03,1.0006,2.341592e-06,0.9856,1.3267
263,20,12,5.5722,3.589,131,131,131,0.5000,125970,4.127967e-03,1.0857,3.805014e-03,1.0007,2.732519e-06,0.9853,1.2990
263,20,14,5.5722,3.589,131,131,131,0.5000,38760,4.334365e-03,1.1399,3.813232e-03,1.0029,1.095076e-05,0.9765,1.0499
263,24,7,5.5722,4.307,131,131,131,0.5000,346104,4.125927e-03,1.0851,3.804313e-03,1.0005,2.031322e-06,0.9853,1.3522
263,24,10,5.5722,4.307,131,131,131,0.5000,1961256,3.876597e-03,1.0195,3.802498e-03,1.0001,2.169524e-07,0.9965,1.7536
263,24,12,5.5722,4.307,131,131,131,0.5000,2704156,3.854068e-03,1.0136,3.802394e-03,1.0000,1.127202e-07,0.9976,1.8711
263,24,14,5.5722,4.307,131,131,131,0.5000,1961256,3.861301e-03,1.0155,3.802419e-03,1.0000,1.377422e-07,0.9972,1.8351
263,24,17,5.5722,4.307,131,131,131,0.5000,346104,3.995909e-03,1.0509,3.803546e-03,1.0003,1.264818e-06,0.9911,1.4372
263,30,9,5.5722,5.384,131,131,131,0.5000,14307150,3.835355e-03,1.0087,3.802328e-03,1.0000,4.696677e-08,0.9984,2.0282
263,30,12,5.5722,5.384,131,131,131,0.5000,86493225,3.810992e-03,1.0023,3.802285e-03,1.0000,3.458940e-09,0.9996,2.4964
263,30,15,5.5722,5.384,131,131,131,0.5000,155117520,3.807358e-03,1.0013,3.802283e-03,1.0000,1.214191e-09,0.9998,2.6842
263,30,18,5.5722,5.384,131,131,131,0.5000,86493225,3.808194e-03,1.0016,3.802283e-03,1.0000,1.253390e-09,0.9997,2.6785
263,30,21,5.5722,5.384,131,131,131,0.5000,14307150,3.826478e-03,1.0064,3.802302e-03,1.0000,2.037884e-08,0.9989,2.1781
263,40,12,5.5722,7.179,131,131,131,0.5000,5586853480,3.803876e-03,1.0004,3.802281e-03,1.0000,9.854589e-11,0.9999,3.1349
263,40,16,5.5722,7.179,131,131,131,0.5000,62852101650,3.802542e-03,1.0001,3.802281e-03,1.0000,2.620426e-12,1.0000,3.7859
263,40,20,5.5722,7.179,131,131,131,0.5000,137846528820,3.802386e-03,1.0000,3.802281e-03,1.0000,4.446291e-13,1.0000,4.1042
263,40,24,5.5722,7.179,131,131,131,0.5000,62852101650,3.802399e-03,1.0000,3.802281e-03,1.0000,6.919608e-13,1.0000,4.0249
263,40,28,5.5722,7.179,131,131,131,0.5000,5586853480,3.803106e-03,1.0002,3.802281e-03,1.0000,1.696255e-11,1.0000,3.4507
263,50,15,5.5722,8.973,131,131,131,0.5000,2250829575120,3.802350e-03,1.0000,3.802281e-03,1.0000,1.492959e-13,1.0000,4.3001
263,50,20,5.5722,8.973,131,131,131,0.5000,47129212243960,3.802290e-03,1.0000,3.802281e-03,1.0000,2.887014e-15,1.0000,5.0082
263,50,25,5.5722,8.973,131,131,131,0.5000,126410606437752,3.802284e-03,1.0000,3.802281e-03,1.0000,2.966377e-16,1.0000,5.4166
263,50,30,5.5722,8.973,131,131,131,0.5000,47129212243960,3.802283e-03,1.0000,3.802281e-03,1.0000,1.990595e-16,1.0000,5.4881
263,50,35,5.5722,8.973,131,131,131,0.5000,2250829575120,3.802309e-03,1.0000,3.802281e-03,1.0000,1.679212e-14,1.0000,4.6922
269,12,4,5.5947,2.145,268,268,268,1.0000,495,1.616162e-02,4.3475,5.464748e-03,1.4700,1.747276e-03,0.7373,0.1349
269,12,5,5.5947,2.145,268,268,268,1.0000,792,1.010101e-02,2.7172,4.718906e-03,1.2694,1.001434e-03,0.8213,0.2344
269,12,6,5.5947,2.145,268,268,268,1.0000,924,9.740260e-03,2.6201,4.563258e-03,1.2275,8.457857e-04,0.8278,0.2646
269,12,7,5.5947,2.145,268,268,268,1.0000,792,8.838384e-03,2.3775,4.543541e-03,1.2222,8.260694e-04,0.8452,0.2688
269,12,8,5.5947,2.145,268,268,268,1.0000,495,1.010101e-02,2.7172,5.015815e-03,1.3493,1.298343e-03,0.8213,0.1880
269,16,5,5.5947,2.860,268,268,268,1.0000,4368,6.868132e-03,1.8475,3.921607e-03,1.0549,2.041347e-04,0.8903,0.5187
269,16,6,5.5947,2.860,268,268,268,1.0000,8008,5.619381e-03,1.5116,3.798337e-03,1.0218,8.086491e-05,0.9261,0.6842
269,16,8,5.5947,2.860,268,268,268,1.0000,12870,5.361305e-03,1.4422,3.784422e-03,1.0180,6.695031e-05,0.9346,0.7180
269,16,10,5.5947,2.860,268,268,268,1.0000,8008,5.619381e-03,1.5116,3.805541e-03,1.0237,8.806924e-05,0.9261,0.6690
269,16,11,5.5947,2.860,268,268,268,1.0000,4368,5.952381e-03,1.6012,3.850326e-03,1.0357,1.328538e-04,0.9159,0.5955
269,20,6,5.5947,3.575,268,268,268,1.0000,38760,4.566563e-03,1.2284,3.738073e-03,1.0055,2.060113e-05,0.9632,0.9286
269,20,8,5.5947,3.575,268,268,268,1.0000,125970,4.072398e-03,1.0955,3.721954e-03,1.0012,4.482191e-06,0.9837,1.2013
269,20,10,5.5947,3.575,268,268,268,1.0000,184756,4.097296e-03,1.1022,3.722575e-03,1.0014,5.102737e-06,0.9826,1.1781
269,20,12,5.5947,3.575,268,268,268,1.0000,125970,4.000953e-03,1.0763,3.721753e-03,1.0012,4.281289e-06,0.9869,1.2095
269,20,14,5.5947,3.575,268,268,268,1.0000,38760,4.334365e-03,1.1659,3.731996e-03,1.0039,1.452394e-05,0.9726,0.9911
269,24,7,5.5947,4.290,268,268,268,1.0000,346104,3.935233e-03,1.0586,3.719644e-03,1.0006,2.172226e-06,0.9898,1.3307
269,24,10,5.5947,4.290,268,268,268,1.0000,1961256,3.795017e-03,1.0209,3.717754e-03,1.0001,2.816030e-07,0.9963,1.6959
269,24,12,5.5947,4.290,268,268,268,1.0000,2704156,3.819306e-03,1.0274,3.717841e-03,1.0001,3.692108e-07,0.9952,1.6475
269,24,14,5.5947,4.290,268,268,268,1.0000,1961256,3.803685e-03,1.0232,3.717962e-03,1.0001,4.899932e-07,0.9959,1.5969
269,24,17,5.5947,4.290,268,268,268,1.0000,346104,3.877447e-03,1.0430,3.718675e-03,1.0003,1.203064e-06,0.9925,1.4363
269,30,9,5.5947,5.362,268,268,268,1.0000,14307150,3.759449e-03,1.0113,3.717525e-03,1.0000,5.267168e-08,0.9980,1.9955
269,30,12,5.5947,5.362,268,268,268,1.0000,86493225,3.724916e-03,1.0020,3.717476e-03,1.0000,3.405391e-09,0.9996,2.4851
269,30,15,5.5947,5.362,268,268,268,1.0000,155117520,3.729527e-03,1.0032,3.717479e-03,1.0000,6.579388e-09,0.9994,2.3673
269,30,18,5.5947,5.362,268,268,268,1.0000,86493225,3.730431e-03,1.0035,3.717480e-03,1.0000,8.208076e-09,0.9994,2.3278
269,30,21,5.5947,5.362,268,268,268,1.0000,14307150,3.742115e-03,1.0066,3.717494e-03,1.0000,2.140260e-08,0.9988,2.1565
269,40,12,5.5947,7.150,268,268,268,1.0000,5586853480,3.718753e-03,1.0003,3.717472e-03,1.0000,7.030540e-11,0.9999,3.1786
269,40,16,5.5947,7.150,268,268,268,1.0000,62852101650,3.717823e-03,1.0001,3.717472e-03,1.0000,2.826486e-12,1.0000,3.7531
269,40,20,5.5947,7.150,268,268,268,1.0000,137846528820,3.717808e-03,1.0001,3.717472e-03,1.0000,6.530959e-12,1.0000,3.6034
269,40,24,5.5947,7.150,268,268,268,1.0000,62852101650,3.718114e-03,1.0002,3.717472e-03,1.0000,1.167783e-11,1.0000,3.4995
269,40,28,5.5947,7.150,268,268,268,1.0000,5586853480,3.718803e-03,1.0004,3.717472e-03,1.0000,5.694043e-11,0.9999,3.2163
269,50,15,5.5947,8.937,268,268,268,1.0000,2250829575120,3.717510e-03,1.0000,3.717472e-03,1.0000,7.126981e-14,1.0000,4.4109
269,50,20,5.5947,8.937,268,268,268,1.0000,47129212243960,3.717481e-03,1.0000,3.717472e-03,1.0000,2.667137e-15,1.0000,4.9981
269,50,25,5.5947,8.937,268,268,268,1.0000,126410606437752,3.717497e-03,1.0000,3.717472e-03,1.0000,6.912006e-15,1.0000,4.8279
269,50,30,5.5947,8.937,268,268,268,1.0000,47129212243960,3.717500e-03,1.0000,3.717472e-03,1.0000,1.965528e-14,1.0000,4.6411
269,50,35,5.5947,8.937,268,268,268,1.0000,2250829575120,3.717505e-03,1.0000,3.717472e-03,1.0000,5.117217e-14,1.0000,4.4701
271,12,4,5.6021,2.142,135,30,270,1.0000,495,1.010101e-02,2.7374,5.138251e-03,1.3925,1.448214e-03,0.8202,0.1670
271,12,5,5.6021,2.142,135,30,270,1.0000,792,8.838384e-03,2.3952,4.569049e-03,1.2382,8.790122e-04,0.8441,0.2561
271,12,6,5.6021,2.142,135,30,270,1.0000,924,8.658009e-03,2.3463,4.432076e-03,1.2011,7.420390e-04,0.8478,0.2863
271,12,7,5.6021,2.142,135,30,270,1.0000,792,8.838384e-03,2.3952,4.623253e-03,1.2529,9.332158e-04,0.8441,0.2454
271,12,8,5.6021,2.142,135,30,270,1.0000,495,1.010101e-02,2.7374,5.056627e-03,1.3703,1.366590e-03,0.8202,0.1773
271,16,5,5.6021,2.856,135,30,270,1.0000,4368,5.723443e-03,1.5511,3.818774e-03,1.0349,1.287367e-04,0.9216,0.5990
271,16,6,5.6021,2.856,135,30,270,1.0000,8008,5.119880e-03,1.3875,3.756327e-03,1.0180,6.629044e-05,0.9415,0.7175
271,16,8,5.6021,2.856,135,30,270,1.0000,12870,4.972805e-03,1.3476,3.741642e-03,1.0140,5.160521e-05,0.9467,0.7622
271,16,10,5.6021,2.856,135,30,270,1.0000,8008,5.369630e-03,1.4552,3.773013e-03,1.0225,8.297580e-05,0.9330,0.6774
271,16,11,5.6021,2.856,135,30,270,1.0000,4368,6.181319e-03,1.6751,3.821185e-03,1.0355,1.311476e-04,0.9079,0.5957
271,20,6,5.6021,3.570,135,30,270,1.0000,38760,4.334365e-03,1.1746,3.702774e-03,1.0035,1.273670e-05,0.9713,1.0119
271,20,8,5.6021,3.570,135,30,270,1.0000,125970,3.977137e-03,1.0778,3.693882e-03,1.0010,3.845339e-06,0.9866,1.2257
271,20,10,5.6021,3.570,135,30,270,1.0000,184756,4.005283e-03,1.0854,3.692705e-03,1.0007,2.668244e-06,0.9854,1.2909
271,20,12,5.6021,3.570,135,30,270,1.0000,125970,3.977137e-03,1.0778,3.693915e-03,1.0011,3.877730e-06,0.9866,1.2242
271,20,14,5.6021,3.570,135,30,270,1.0000,38760,4.385965e-03,1.1886,3.702438e-03,1.0034,1.240122e-05,0.9692,1.0167
271,24,7,5.6021,4.284,135,30,270,1.0000,346104,3.874558e-03,1.0500,3.691315e-03,1.0003,1.277607e-06,0.9913,1.4224
271,24,10,5.6021,4.284,135,30,270,1.0000,1961256,3.766974e-03,1.0208,3.690227e-03,1.0001,1.904659e-07,0.9963,1.7621
271,24,12,5.6021,4.284,135,30,270,1.0000,2704156,3.754591e-03,1.0175,3.690202e-03,1.0000,1.651987e-07,0.9969,1.7875
271,24,14,5.6021,4.284,135,30,270,1.0000,1961256,3.766464e-03,1.0207,3.690385e-03,1.0001,3.479187e-07,0.9963,1.6546
271,24,17,5.6021,4.284,135,30,270,1.0000,346104,3.845665e-03,1.0422,3.691169e-03,1.0003,1.132350e-06,0.9926,1.4439
271,30,9,5.6021,5.355,135,30,270,1.0000,14307150,3.722894e-03,1.0089,3.690065e-03,1.0000,2.832132e-08,0.9984,2.1023
271,30,12,5.6021,5.355,135,30,270,1.0000,86493225,3.701666e-03,1.0032,3.690040e-03,1.0000,3.470061e-09,0.9994,2.4771
271,30,15,5.6021,5.355,135,30,270,1.0000,155117520,3.698286e-03,1.0022,3.690039e-03,1.0000,2.289655e-09,0.9996,2.5513
271,30,18,5.6021,5.355,135,30,270,1.0000,86493225,3.703203e-03,1.0036,3.690044e-03,1.0000,6.675693e-09,0.9994,2.3603
271,30,21,5.6021,5.355,135,30,270,1.0000,14307150,3.724781e-03,1.0094,3.690065e-03,1.0000,2.811037e-08,0.9983,2.1037
