p,k,m,logp,k_over_logp,ord2,ord3,sg,sg_over_pm1,Ckm,linf,linf_ratio,collision,coll_ratio,l2,c_linf,c_l2
19,12,6,2.9444,4.075,18,18,18,1.0000,924,6.168831e-02,1.1721,5.283822e-02,1.0039,2.066362e-04,0.9461,1.8816
19,12,7,2.9444,4.075,18,18,18,1.0000,792,5.934343e-02,1.1275,5.285494e-02,1.0042,2.233593e-04,0.9592,1.8551
19,12,8,2.9444,4.075,18,18,18,1.0000,495,6.464646e-02,1.2283,5.347618e-02,1.0160,8.445970e-04,0.9302,1.4034
19,16,5,2.9444,5.434,18,18,18,1.0000,4368,5.906593e-02,1.1223,5.270411e-02,1.0014,7.252784e-05,0.9608,2.2371
19,16,6,2.9444,5.434,18,18,18,1.0000,8008,5.544456e-02,1.0534,5.266627e-02,1.0007,3.469209e-05,0.9823,2.4876
19,16,8,2.9444,5.434,18,18,18,1.0000,12870,5.664336e-02,1.0762,5.266410e-02,1.0006,3.251945e-05,0.9751,2.5096
19,16,10,2.9444,5.434,18,18,18,1.0000,8008,5.494505e-02,1.0440,5.264937e-02,1.0003,1.778842e-05,0.9854,2.7144
19,16,11,2.9444,5.434,18,18,18,1.0000,4368,5.540293e-02,1.0527,5.267801e-02,1.0009,4.642643e-05,0.9826,2.3886
19,20,6,2.9444,6.792,18,18,18,1.0000,38760,5.330237e-02,1.0127,5.263781e-02,1.0001,6.226297e-06,0.9957,3.0710
19,20,8,2.9444,6.792,18,18,18,1.0000,125970,5.352862e-02,1.0170,5.263298e-02,1.0000,1.400642e-06,0.9943,3.5776
19,20,10,2.9444,6.792,18,18,18,1.0000,184756,5.297257e-02,1.0065,5.263237e-02,1.0000,7.898689e-07,0.9978,3.7722
19,20,12,2.9444,6.792,18,18,18,1.0000,125970,5.348099e-02,1.0161,5.263487e-02,1.0001,3.289926e-06,0.9946,3.2876
19,20,14,2.9444,6.792,18,18,18,1.0000,38760,5.417957e-02,1.0294,5.264160e-02,1.0002,1.002571e-05,0.9902,2.9092
19,24,7,2.9444,8.151,18,18,18,1.0000,346104,5.302741e-02,1.0075,5.263202e-02,1.0000,4.407454e-07,0.9975,3.9703
19,24,10,2.9444,8.151,18,18,18,1.0000,1961256,5.276517e-02,1.0025,5.263167e-02,1.0000,9.146645e-08,0.9991,4.5044
19,24,12,2.9444,8.151,18,18,18,1.0000,2704156,5.271515e-02,1.0016,5.263162e-02,1.0000,4.365672e-08,0.9995,4.7556
19,24,14,2.9444,8.151,18,18,18,1.0000,1961256,5.276772e-02,1.0026,5.263164e-02,1.0000,6.048836e-08,0.9991,4.6448
19,24,17,2.9444,8.151,18,18,18,1.0000,346104,5.340013e-02,1.0146,5.263274e-02,1.0000,1.158447e-06,0.9951,3.6421
19,30,9,2.9444,10.189,18,18,18,1.0000,14307150,5.265374e-02,1.0004,5.263158e-02,1.0000,3.323302e-09,0.9999,5.6302
19,30,12,2.9444,10.189,18,18,18,1.0000,86493225,5.264001e-02,1.0002,5.263158e-02,1.0000,7.813144e-10,0.9999,6.1219
19,30,15,2.9444,10.189,18,18,18,1.0000,155117520,5.264242e-02,1.0002,5.263158e-02,1.0000,5.318233e-10,0.9999,6.2526
19,30,18,2.9444,10.189,18,18,18,1.0000,86493225,5.264180e-02,1.0002,5.263158e-02,1.0000,1.180704e-09,0.9999,5.9817
19,30,21,2.9444,10.189,18,18,18,1.0000,14307150,5.272350e-02,1.0017,5.263163e-02,1.0000,5.334478e-08,0.9994,4.6875
19,40,12,2.9444,13.585,18,18,18,1.0000,5586853480,5.263239e-02,1.0000,5.263158e-02,1.0000,8.840012e-13,1.0000,8.4260
19,40,16,2.9444,13.585,18,18,18,1.0000,62852101650,5.263187e-02,1.0000,5.263158e-02,1.0000,2.996561e-13,1.0000,8.7934
19,40,20,2.9444,13.585,18,18,18,1.0000,137846528820,5.263179e-02,1.0000,5.263158e-02,1.0000,4.333894e-13,1.0000,8.6681
19,40,24,2.9444,13.585,18,18,18,1.0000,62852101650,5.263208e-02,1.0000,5.263158e-02,1.0000,1.082259e-12,1.0000,8.3573
19,40,28,2.9444,13.585,18,18,18,1.0000,5586853480,5.263982e-02,1.0002,5.263158e-02,1.0000,2.077957e-10,0.9999,6.5717
19,50,15,2.9444,16.981,18,18,18,1.0000,2250829575120,5.263159e-02,1.0000,5.263158e-02,1.0000,4.857226e-16,1.0000,10.9754
19,50,20,2.9444,16.981,18,18,18,1.0000,47129212243960,5.263158e-02,1.0000,5.263158e-02,1.0000,4.857226e-17,1.0000,11.7574
19,50,25,2.9444,16.981,18,18,18,1.0000,126410606437752,5.263158e-02,1.0000,5.263158e-02,1.0000,1.387779e-16,1.0000,11.4009
19,50,30,2.9444,16.981,18,18,18,1.0000,47129212243960,5.263160e-02,1.0000,5.263158e-02,1.0000,2.171874e-15,1.0000,10.4668
19,50,35,2.9444,16.981,18,18,18,1.0000,2250829575120,5.263191e-02,1.0000,5.263158e-02,1.0000,5.923595e-13,1.0000,8.5620
23,12,4,3.1355,3.827,11,11,11,0.5000,495,6.060606e-02,1.3939,4.572187e-02,1.0516,2.243604e-03,0.8941,0.9454
23,12,5,3.1355,3.827,11,11,11,0.5000,792,5.681818e-02,1.3068,4.480410e-02,1.0305,1.325841e-03,0.9147,1.1131
23,12,6,3.1355,3.827,11,11,11,0.5000,924,5.303030e-02,1.2197,4.453393e-02,1.0243,1.055668e-03,0.9367,1.1858
23,12,7,3.1355,3.827,11,11,11,0.5000,792,5.429293e-02,1.2487,4.422380e-02,1.0171,7.455428e-04,0.9292,1.2967
23,12,8,3.1355,3.827,11,11,11,0.5000,495,5.858586e-02,1.3475,4.438323e-02,1.0208,9.049653e-04,0.9049,1.2349
23,16,5,3.1355,5.103,11,11,11,0.5000,4368,5.196886e-02,1.1953,4.382585e-02,1.0080,3.475905e-04,0.9431,1.5401
23,16,6,3.1355,5.103,11,11,11,0.5000,8008,5.194805e-02,1.1948,4.363503e-02,1.0036,1.567692e-04,0.9432,1.7941
23,16,8,3.1355,5.103,11,11,11,0.5000,12870,4.685315e-02,1.0776,4.355135e-02,1.0017,7.308548e-05,0.9762,2.0374
23,16,10,3.1355,5.103,11,11,11,0.5000,8008,4.582917e-02,1.0541,4.353036e-02,1.0012,5.210362e-05,0.9832,2.1454
23,16,11,3.1355,5.103,11,11,11,0.5000,4368,4.853480e-02,1.1163,4.357406e-02,1.0022,9.580091e-05,0.9649,1.9511
23,20,6,3.1355,6.379,11,11,11,0.5000,38760,4.816821e-02,1.1079,4.352935e-02,1.0012,5.108966e-05,0.9673,2.1516
23,20,8,3.1355,6.379,11,11,11,0.5000,125970,4.525681e-02,1.0409,4.349194e-02,1.0003,1.367979e-05,0.9872,2.5719
23,20,10,3.1355,6.379,11,11,11,0.5000,184756,4.485375e-02,1.0316,4.348490e-02,1.0002,6.641104e-06,0.9901,2.8023
23,20,12,3.1355,6.379,11,11,11,0.5000,125970,4.491546e-02,1.0331,4.348159e-02,1.0001,3.332209e-06,0.9896,3.0223
23,20,14,3.1355,6.379,11,11,11,0.5000,38760,4.465944e-02,1.0272,4.348846e-02,1.0002,1.019738e-05,0.9915,2.6656
23,24,7,3.1355,7.654,11,11,11,0.5000,346104,4.436528e-02,1.0204,4.348636e-02,1.0002,8.099277e-06,0.9936,2.7390
23,24,10,3.1355,7.654,11,11,11,0.5000,1961256,4.381631e-02,1.0078,4.347933e-02,1.0000,1.065809e-06,0.9975,3.3858
23,24,12,3.1355,7.654,11,11,11,0.5000,2704156,4.374045e-02,1.0060,4.347866e-02,1.0000,3.981374e-07,0.9981,3.6999
23,24,14,3.1355,7.654,11,11,11,0.5000,1961256,4.359298e-02,1.0026,4.347843e-02,1.0000,1.717997e-07,0.9992,3.9679
23,24,17,3.1355,7.654,11,11,11,0.5000,346104,4.394055e-02,1.0106,4.347963e-02,1.0000,1.365613e-06,0.9966,3.3068
23,30,9,3.1355,9.568,11,11,11,0.5000,14307150,4.397130e-02,1.0113,4.347868e-02,1.0000,4.241085e-07,0.9964,3.6797
23,30,12,3.1355,9.568,11,11,11,0.5000,86493225,4.358561e-02,1.0025,4.347830e-02,1.0000,4.254333e-08,0.9992,4.4131
23,30,15,3.1355,9.568,11,11,11,0.5000,155117520,4.349569e-02,1.0004,4.347827e-02,1.0000,7.411497e-09,0.9999,4.9704
23,30,18,3.1355,9.568,11,11,11,0.5000,86493225,4.352044e-02,1.0010,4.347827e-02,1.0000,5.508982e-09,0.9997,5.0650
23,30,21,3.1355,9.568,11,11,11,0.5000,14307150,4.357269e-02,1.0022,4.347831e-02,1.0000,4.628889e-08,0.9993,4.3862
23,40,12,3.1355,12.757,11,11,11,0.5000,5586853480,4.351018e-02,1.0007,4.347826e-02,1.0000,2.848059e-09,0.9998,5.2754
23,40,16,3.1355,12.757,11,11,11,0.5000,62852101650,4.348111e-02,1.0001,4.347826e-02,1.0000,1.290611e-10,1.0000,6.2622
23,40,20,3.1355,12.757,11,11,11,0.5000,137846528820,4.347958e-02,1.0000,4.347826e-02,1.0000,8.317243e-12,1.0000,7.1367
23,40,24,3.1355,12.757,11,11,11,0.5000,62852101650,4.348030e-02,1.0000,4.347826e-02,1.0000,1.402477e-11,1.0000,6.9701
23,40,28,3.1355,12.757,11,11,11,0.5000,5586853480,4.348296e-02,1.0001,4.347826e-02,1.0000,1.490275e-10,1.0000,6.2164
23,50,15,3.1355,15.946,11,11,11,0.5000,2250829575120,4.348026e-02,1.0000,4.347826e-02,1.0000,2.123848e-11,1.0000,6.8377
23,50,20,3.1355,15.946,11,11,11,0.5000,47129212243960,4.347858e-02,1.0000,4.347826e-02,1.0000,3.775105e-13,1.0000,8.1230
23,50,25,3.1355,15.946,11,11,11,0.5000,126410606437752,4.347833e-02,1.0000,4.347826e-02,1.0000,1.128264e-14,1.0000,9.2426
23,50,30,3.1355,15.946,11,11,11,0.5000,47129212243960,4.347837e-02,1.0000,4.347826e-02,1.0000,2.055994e-14,1.0000,9.0512
23,50,35,3.1355,15.946,11,11,11,0.5000,2250829575120,4.347880e-02,1.0000,4.347826e-02,1.0000,5.091552e-13,1.0000,8.0276
29,12,4,3.3673,3.564,28,28,28,1.0000,495,4.444444e-02,1.2889,3.524946e-02,1.0222,7.667057e-04,0.9246,1.1303
29,12,5,3.3673,3.564,28,28,28,1.0000,792,3.914141e-02,1.1351,3.486889e-02,1.0112,3.861323e-04,0.9624,1.3340
29,12,6,3.3673,3.564,28,28,28,1.0000,924,4.004329e-02,1.1613,3.483584e-02,1.0102,3.530765e-04,0.9556,1.3606
29,12,7,3.3673,3.564,28,28,28,1.0000,792,4.545455e-02,1.3182,3.528020e-02,1.0231,7.974424e-04,0.9180,1.1186
29,12,8,3.3673,3.564,28,28,28,1.0000,495,5.454545e-02,1.5818,3.628609e-02,1.0523,1.803335e-03,0.8638,0.8763
29,16,5,3.3673,4.752,28,28,28,1.0000,4368,3.640110e-02,1.0556,3.452830e-02,1.0013,4.553741e-05,0.9839,1.9688
29,16,6,3.3673,4.752,28,28,28,1.0000,8008,3.646354e-02,1.0574,3.450065e-02,1.0005,1.789308e-05,0.9834,2.2463
29,16,8,3.3673,4.752,28,28,28,1.0000,12870,3.651904e-02,1.0591,3.449713e-02,1.0004,1.437336e-05,0.9830,2.3113
29,16,10,3.3673,4.752,28,28,28,1.0000,8008,3.746254e-02,1.0864,3.454347e-02,1.0018,6.071364e-05,0.9754,1.8834
29,16,11,3.3673,4.752,28,28,28,1.0000,4368,4.212454e-02,1.2216,3.465828e-02,1.0051,1.755204e-04,0.9406,1.5682
29,20,6,3.3673,5.939,28,28,28,1.0000,38760,3.490712e-02,1.0123,3.448438e-02,1.0000,1.618260e-06,0.9964,2.9599
29,20,8,3.3673,5.939,28,28,28,1.0000,125970,3.478606e-02,1.0088,3.448311e-02,1.0000,3.505548e-07,0.9974,3.4141
29,20,10,3.3673,5.939,28,28,28,1.0000,184756,3.489467e-02,1.0119,3.448388e-02,1.0000,1.118235e-06,0.9965,3.0697
29,20,12,3.3673,5.939,28,28,28,1.0000,125970,3.517504e-02,1.0201,3.448557e-02,1.0001,2.808389e-06,0.9941,2.7962
29,20,14,3.3673,5.939,28,28,28,1.0000,38760,3.575851e-02,1.0370,3.449836e-02,1.0005,1.560180e-05,0.9892,2.2869
29,24,7,3.3673,7.127,28,28,28,1.0000,346104,3.462254e-02,1.0041,3.448283e-02,1.0000,6.989706e-08,0.9988,3.8930
29,24,10,3.3673,7.127,28,28,28,1.0000,1961256,3.453144e-02,1.0014,3.448278e-02,1.0000,2.591202e-08,0.9996,4.1877
29,24,12,3.3673,7.127,28,28,28,1.0000,2704156,3.455607e-02,1.0021,3.448282e-02,1.0000,6.148209e-08,0.9994,3.9311
29,24,14,3.3673,7.127,28,28,28,1.0000,1961256,3.457376e-02,1.0026,3.448284e-02,1.0000,8.297027e-08,0.9992,3.8421
29,24,17,3.3673,7.127,28,28,28,1.0000,346104,3.523507e-02,1.0218,3.448494e-02,1.0001,2.186019e-06,0.9936,2.8706
29,30,9,3.3673,8.909,28,28,28,1.0000,14307150,3.449254e-02,1.0003,3.448276e-02,1.0000,6.492894e-10,0.9999,5.2825
29,30,12,3.3673,8.909,28,28,28,1.0000,86493225,3.449190e-02,1.0003,3.448276e-02,1.0000,2.576722e-10,0.9999,5.5570
29,30,15,3.3673,8.909,28,28,28,1.0000,155117520,3.448965e-02,1.0002,3.448276e-02,1.0000,2.232694e-10,0.9999,5.5996
29,30,18,3.3673,8.909,28,28,28,1.0000,86493225,3.449437e-02,1.0003,3.448276e-02,1.0000,1.976366e-09,0.9999,4.9520
29,30,21,3.3673,8.909,28,28,28,1.0000,14307150,3.455251e-02,1.0020,3.448279e-02,1.0000,3.065021e-08,0.9994,4.1378
29,40,12,3.3673,11.879,28,28,28,1.0000,5586853480,3.448306e-02,1.0000,3.448276e-02,1.0000,4.136066e-13,1.0000,7.4679
29,40,16,3.3673,11.879,28,28,28,1.0000,62852101650,3.448285e-02,1.0000,3.448276e-02,1.0000,5.026535e-14,1.0000,8.0938
29,40,20,3.3673,11.879,28,28,28,1.0000,137846528820,3.448287e-02,1.0000,3.448276e-02,1.0000,1.270650e-13,1.0000,7.8184
29,40,24,3.3673,11.879,28,28,28,1.0000,62852101650,3.448319e-02,1.0000,3.448276e-02,1.0000,1.281010e-12,1.0000,7.1322
29,40,28,3.3673,11.879,28,28,28,1.0000,5586853480,3.448557e-02,1.0001,3.448276e-02,1.0000,5.182125e-11,1.0000,6.0333
29,50,15,3.3673,14.849,28,28,28,1.0000,2250829575120,3.448277e-02,1.0000,3.448276e-02,1.0000,5.689893e-16,1.0000,9.4246
29,50,20,3.3673,14.849,28,28,28,1.0000,47129212243960,3.448276e-02,1.0000,3.448276e-02,1.0000,2.775558e-17,1.0000,10.3216
29,50,25,3.3673,14.849,28,28,28,1.0000,126410606437752,3.448276e-02,1.0000,3.448276e-02,1.0000,1.387779e-17,1.0000,10.5274
29,50,30,3.3673,14.849,28,28,28,1.0000,47129212243960,3.448277e-02,1.0000,3.448276e-02,1.0000,4.649059e-16,1.0000,9.4846
29,50,35,3.3673,14.849,28,28,28,1.0000,2250829575120,3.448285e-02,1.0000,3.448276e-02,1.0000,9.476447e-14,1.0000,7.9055
31,12,4,3.4340,3.494,5,30,30,1.0000,495,4.646465e-02,1.4404,3.481686e-02,1.0793,2.558791e-03,0.8937,0.7380
31,12,5,3.4340,3.494,5,30,30,1.0000,792,4.545455e-02,1.4091,3.333206e-02,1.0333,1.073993e-03,0.9001,0.9908
31,12,6,3.4340,3.494,5,30,30,1.0000,924,4.329004e-02,1.3420,3.284937e-02,1.0183,5.913011e-04,0.9143,1.1646
31,12,7,3.4340,3.494,5,30,30,1.0000,792,3.914141e-02,1.2134,3.269437e-02,1.0135,4.363034e-04,0.9437,1.2531
31,12,8,3.4340,3.494,5,30,30,1.0000,495,4.242424e-02,1.3152,3.259667e-02,1.0105,3.386093e-04,0.9202,1.3269
31,16,5,3.4340,4.659,5,30,30,1.0000,4368,4.006410e-02,1.2420,3.274805e-02,1.0152,4.899891e-04,0.9369,1.2193
31,16,6,3.4340,4.659,5,30,30,1.0000,8008,4.233267e-02,1.3123,3.246488e-02,1.0064,2.068170e-04,0.9209,1.4705
31,16,8,3.4340,4.659,5,30,30,1.0000,12870,3.690754e-02,1.1441,3.229011e-02,1.0010,3.204717e-05,0.9608,2.0135
31,16,10,3.4340,4.659,5,30,30,1.0000,8008,3.396603e-02,1.0529,3.229241e-02,1.0011,3.434961e-05,0.9850,1.9933
31,16,11,3.4340,4.659,5,30,30,1.0000,4368,3.388278e-02,1.0504,3.230150e-02,1.0013,4.343473e-05,0.9857,1.9250
31,20,6,3.4340,5.824,5,30,30,1.0000,38760,4.045408e-02,1.2541,3.235794e-02,1.0031,9.987154e-05,0.9341,1.6825
31,20,8,3.4340,5.824,5,30,30,1.0000,125970,3.337303e-02,1.0346,3.226743e-02,1.0003,9.364857e-06,0.9901,2.3718
31,20,10,3.4340,5.824,5,30,30,1.0000,184756,3.259434e-02,1.0104,3.225984e-02,1.0001,1.774011e-06,0.9970,2.8562
31,20,12,3.4340,5.824,5,30,30,1.0000,125970,3.284909e-02,1.0183,3.225938e-02,1.0000,1.316807e-06,0.9947,2.9430
31,20,14,3.4340,5.824,5,30,30,1.0000,38760,3.286894e-02,1.0189,3.226550e-02,1.0002,7.435595e-06,0.9945,2.4389
31,24,7,3.4340,6.989,5,30,30,1.0000,346104,3.415158e-02,1.0587,3.227592e-02,1.0006,1.785825e-05,0.9834,2.1838
31,24,10,3.4340,6.989,5,30,30,1.0000,1961256,3.264592e-02,1.0120,3.225868e-02,1.0000,6.198584e-07,0.9965,3.1624
31,24,12,3.4340,6.989,5,30,30,1.0000,2704156,3.240161e-02,1.0044,3.225815e-02,1.0000,8.627879e-08,0.9987,3.7367
31,24,14,3.4340,6.989,5,30,30,1.0000,1961256,3.234407e-02,1.0027,3.225817e-02,1.0000,1.092151e-07,0.9992,3.6680
31,24,17,3.4340,6.989,5,30,30,1.0000,346104,3.234577e-02,1.0027,3.225852e-02,1.0000,4.519577e-07,0.9992,3.2544
31,30,9,3.4340,8.736,5,30,30,1.0000,14307150,3.261600e-02,1.0111,3.225900e-02,1.0000,9.376434e-07,0.9968,3.0419
31,30,12,3.4340,8.736,5,30,30,1.0000,86493225,3.233301e-02,1.0023,3.225809e-02,1.0000,2.323895e-08,0.9993,4.1187
31,30,15,3.4340,8.736,5,30,30,1.0000,155117520,3.227413e-02,1.0005,3.225807e-02,1.0000,1.930802e-09,0.9999,4.8432
31,30,18,3.4340,8.736,5,30,30,1.0000,86493225,3.227411e-02,1.0005,3.225807e-02,1.0000,2.334067e-09,0.9999,4.7879
31,30,21,3.4340,8.736,5,30,30,1.0000,14307150,3.228540e-02,1.0008,3.225807e-02,1.0000,6.315816e-09,0.9998,4.4980
31,40,12,3.4340,11.648,5,30,30,1.0000,5586853480,3.232892e-02,1.0022,3.225807e-02,1.0000,8.649628e-09,0.9994,4.4065
31,40,16,3.4340,11.648,5,30,30,1.0000,62852101650,3.225966e-02,1.0000,3.225806e-02,1.0000,2.760812e-11,1.0000,6.0801
31,40,20,3.4340,11.648,5,30,30,1.0000,137846528820,3.225844e-02,1.0000,3.225806e-02,1.0000,5.331707e-12,1.0000,6.5590
31,40,24,3.4340,11.648,5,30,30,1.0000,62852101650,3.225884e-02,1.0000,3.225806e-02,1.0000,1.917570e-12,1.0000,6.8567
31,40,28,3.4340,11.648,5,30,30,1.0000,5586853480,3.226132e-02,1.0001,3.225806e-02,1.0000,1.203661e-11,1.0000,6.3218
31,50,15,3.4340,14.560,5,30,30,1.0000,2250829575120,3.226229e-02,1.0001,3.225806e-02,1.0000,6.586565e-11,1.0000,5.8269
31,50,20,3.4340,14.560,5,30,30,1.0000,47129212243960,3.225814e-02,1.0000,3.225806e-02,1.0000,3.062134e-14,1.0000,8.0615
31,50,25,3.4340,14.560,5,30,30,1.0000,126410606437752,3.225809e-02,1.0000,3.225806e-02,1.0000,4.315992e-15,1.0000,8.6321
31,50,30,3.4340,14.560,5,30,30,1.0000,47129212243960,3.225810e-02,1.0000,3.225806e-02,1.0000,4.080070e-15,1.0000,8.6485
31,50,35,3.4340,14.560,5,30,30,1.0000,2250829575120,3.225814e-02,1.0000,3.225806e-02,1.0000,3.855943e-14,1.0000,7.9944
37,12,4,3.6109,3.323,36,18,36,1.0000,495,4.040404e-02,1.4949,2.782165e-02,1.0294,7.946238e-04,0.8886,0.9767
37,12,5,3.6109,3.323,36,18,36,1.0000,792,3.787879e-02,1.4015,2.762792e-02,1.0222,6.008936e-04,0.9065,1.0541
37,12,6,3.6109,3.323,36,18,36,1.0000,924,3.246753e-02,1.2013,2.731161e-02,1.0105,2.845863e-04,0.9492,1.2611
37,12,7,3.6109,3.323,36,18,36,1.0000,792,3.156566e-02,1.1679,2.720705e-02,1.0067,1.800182e-04,0.9570,1.3879
37,12,8,3.6109,3.323,36,18,36,1.0000,495,3.434343e-02,1.2707,2.734007e-02,1.0116,3.130403e-04,0.9337,1.2347
37,16,5,3.6109,4.431,36,18,36,1.0000,4368,2.953297e-02,1.0927,2.708247e-02,1.0021,5.544674e-05,0.9754,1.7140
37,16,6,3.6109,4.431,36,18,36,1.0000,8008,2.972028e-02,1.0997,2.705521e-02,1.0010,2.817926e-05,0.9737,1.9015
37,16,8,3.6109,4.431,36,18,36,1.0000,12870,2.812743e-02,1.0407,2.703935e-02,1.0005,1.232230e-05,0.9889,2.1305
37,16,10,3.6109,4.431,36,18,36,1.0000,8008,2.784715e-02,1.0303,2.703659e-02,1.0004,9.560262e-06,0.9917,2.2008
37,16,11,3.6109,4.431,36,18,36,1.0000,4368,2.861722e-02,1.0588,2.705952e-02,1.0012,3.249007e-05,0.9842,1.8620
37,20,6,3.6109,5.539,36,18,36,1.0000,38760,2.858617e-02,1.0577,2.703424e-02,1.0003,7.216142e-06,0.9845,2.2787
37,20,8,3.6109,5.539,36,18,36,1.0000,125970,2.738747e-02,1.0133,2.702793e-02,1.0000,9.023520e-07,0.9963,2.8545
37,20,10,3.6109,5.539,36,18,36,1.0000,184756,2.720886e-02,1.0067,2.702753e-02,1.0000,4.983457e-07,0.9981,3.0189
37,20,12,3.6109,5.539,36,18,36,1.0000,125970,2.733190e-02,1.0113,2.702774e-02,1.0000,7.148099e-07,0.9969,2.9190
37,20,14,3.6109,5.539,36,18,36,1.0000,38760,2.745098e-02,1.0157,2.702926e-02,1.0001,2.234572e-06,0.9957,2.6034
37,24,7,3.6109,6.647,36,18,36,1.0000,346104,2.728371e-02,1.0095,2.702750e-02,1.0000,4.747307e-07,0.9974,3.0324
37,24,10,3.6109,6.647,36,18,36,1.0000,1961256,2.710049e-02,1.0027,2.702706e-02,1.0000,3.669773e-08,0.9992,3.7413
37,24,12,3.6109,6.647,36,18,36,1.0000,2704156,2.708424e-02,1.0021,2.702705e-02,1.0000,1.947987e-08,0.9994,3.9167
37,24,14,3.6109,6.647,36,18,36,1.0000,1961256,2.710610e-02,1.0029,2.702706e-02,1.0000,3.467045e-08,0.9992,3.7571
37,24,17,3.6109,6.647,36,18,36,1.0000,346104,2.727793e-02,1.0093,2.702719e-02,1.0000,1.628463e-07,0.9974,3.3287
37,30,9,3.6109,8.308,36,18,36,1.0000,14307150,2.706696e-02,1.0015,2.702703e-02,1.0000,6.687473e-09,0.9996,4.2128
37,30,12,3.6109,8.308,36,18,36,1.0000,86493225,2.703670e-02,1.0004,2.702703e-02,1.0000,4.197814e-10,0.9999,4.9794
37,30,15,3.6109,8.308,36,18,36,1.0000,155117520,2.703220e-02,1.0002,2.702703e-02,1.0000,1.408517e-10,0.9999,5.2819
37,30,18,3.6109,8.308,36,18,36,1.0000,86493225,2.703305e-02,1.0002,2.702703e-02,1.0000,3.468983e-10,0.9999,5.0323
37,30,21,3.6109,8.308,36,18,36,1.0000,14307150,2.704836e-02,1.0008,2.702703e-02,1.0000,2.467967e-09,0.9998,4.4889
37,40,12,3.6109,11.078,36,18,36,1.0000,5586853480,2.702823e-02,1.0000,2.702703e-02,1.0000,9.226193e-12,1.0000,6.0367
37,40,16,3.6109,11.078,36,18,36,1.0000,62852101650,2.702721e-02,1.0000,2.702703e-02,1.0000,2.486240e-13,1.0000,7.0375
37,40,20,3.6109,11.078,36,18,36,1.0000,137846528820,2.702708e-02,1.0000,2.702703e-02,1.0000,3.308465e-14,1.0000,7.5961
37,40,24,3.6109,11.078,36,18,36,1.0000,62852101650,2.702720e-02,1.0000,2.702703e-02,1.0000,1.242860e-13,1.0000,7.2295
37,40,28,3.6109,11.078,36,18,36,1.0000,5586853480,2.702760e-02,1.0000,2.702703e-02,1.0000,1.792521e-12,1.0000,6.4904
37,50,15,3.6109,13.847,36,18,36,1.0000,2250829575120,2.702707e-02,1.0000,2.702703e-02,1.0000,1.184122e-14,1.0000,7.8806
37,50,20,3.6109,13.847,36,18,36,1.0000,47129212243960,2.702703e-02,1.0000,2.702703e-02,1.0000,8.673617e-17,1.0000,9.2422
37,50,25,3.6109,13.847,36,18,36,1.0000,126410606437752,2.702703e-02,1.0000,2.702703e-02,1.0000,6.938894e-18,1.0000,9.9416
37,50,30,3.6109,13.847,36,18,36,1.0000,47129212243960,2.702703e-02,1.0000,2.702703e-02,1.0000,1.075529e-16,1.0000,9.1826
37,50,35,3.6109,13.847,36,18,36,1.0000,2250829575120,2.702704e-02,1.0000,2.702703e-02,1.0000,2.730455e-15,1.0000,8.2869
41,12,4,3.7136,3.231,20,8,40,1.0000,495,3.838384e-02,1.5737,2.488318e-02,1.0202,4.929313e-04,0.8779,1.0506
41,12,5,3.7136,3.231,20,8,40,1.0000,792,3.282828e-02,1.3460,2.471049e-02,1.0131,3.202448e-04,0.9200,1.1668
41,12,6,3.7136,3.231,20,8,40,1.0000,924,3.246753e-02,1.3312,2.470437e-02,1.0129,3.141282e-04,0.9230,1.1720
41,12,7,3.7136,3.231,20,8,40,1.0000,792,3.030303e-02,1.2424,2.483803e-02,1.0184,4.477828e-04,0.9415,1.0765
41,12,8,3.7136,3.231,20,8,40,1.0000,495,3.636364e-02,1.4909,2.561779e-02,1.0503,1.227550e-03,0.8925,0.8049
41,16,5,3.7136,4.309,20,8,40,1.0000,4368,2.655678e-02,1.0888,2.443114e-02,1.0017,4.089196e-05,0.9771,1.7210
41,16,6,3.7136,4.309,20,8,40,1.0000,8008,2.597403e-02,1.0649,2.440451e-02,1.0006,1.426642e-05,0.9831,2.0045
41,16,8,3.7136,4.309,20,8,40,1.0000,12870,2.587413e-02,1.0608,2.440238e-02,1.0005,1.213262e-05,0.9841,2.0482
41,16,10,3.7136,4.309,20,8,40,1.0000,8008,2.747253e-02,1.1264,2.441477e-02,1.0010,2.452714e-05,0.9680,1.8586
41,16,11,3.7136,4.309,20,8,40,1.0000,4368,2.999084e-02,1.2296,2.446866e-02,1.0032,7.841930e-05,0.9443,1.5456
41,20,6,3.7136,5.386,20,8,40,1.0000,38760,2.507740e-02,1.0282,2.439486e-02,1.0002,4.612487e-06,0.9925,2.3086
41,20,8,3.7136,5.386,20,8,40,1.0000,125970,2.464079e-02,1.0103,2.439058e-02,1.0000,3.312296e-07,0.9972,3.0178
41,20,10,3.7136,5.386,20,8,40,1.0000,184756,2.470285e-02,1.0128,2.439076e-02,1.0000,5.125435e-07,0.9966,2.9003
41,20,12,3.7136,5.386,20,8,40,1.0000,125970,2.485512e-02,1.0191,2.439151e-02,1.0001,1.271083e-06,0.9949,2.6557
41,20,14,3.7136,5.386,20,8,40,1.0000,38760,2.574819e-02,1.0557,2.439875e-02,1.0003,8.503756e-06,0.9854,2.1439
