d	a0	b0	a1	b1	a2	b2	drift	drift_flag	n_cycles	cycle_mins	frac_c1	frac_c2	frac_c3	frac_c4	frac_overflow	frac_cap	fate_H	rigidity_min_H	rigidity_argmin_m	max_exc_log2	mean_steps	name
3	5	5	1	2	6	3	0.035120	0	2	5;153870	0.029090	0.000140	0.000000	0.000000	0.970770	0.000000	0.126843	0.115056	27	101.000	111.70	-
3	5	3	5	5	2	2	0.205395	0	3	114;10;2	0.000930	0.000070	0.000010	0.000000	0.998990	0.000000	0.000000	0.000000	2	100.737	150.27	-
3	3	2	0	1	1	2	-0.732408	1	3	1;3;2	0.989750	0.010240	0.000010	0.000000	0.000000	0.000000	0.046329	0.035152	36	16.610	1.33	-
3	3	2	4	2	4	3	0.191788	0	0	-	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	2	100.415	273.06	-
3	4	4	1	3	4	4	-0.174416	0	3	60;12;4	0.947190	0.052790	0.000020	0.000000	0.000000	0.000000	0.246404	0.242885	27	28.082	4.38	-
3	5	3	4	3	5	6	0.436444	0	0	-	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	2	100.737	135.25	-
3	0	5	3	3	1	5	-0.732408	1	1	5	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2	16.610	1.33	-
3	4	0	3	3	2	2	-0.039261	0	7	13498;322;538;22	0.018790	0.004890	0.001040	0.000390	0.974450	0.000000	0.118506	0.115907	36	100.414	327.88	-
3	5	1	0	3	6	2	0.035120	1	1	2	0.000010	0.000000	0.000000	0.000000	0.999990	0.000000	0.000000	0.000000	2	101.000	43.47	-
3	5	6	0	3	2	4	-0.331084	1	2	3;8	0.999990	0.000010	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2	23.876	1.86	-
3	3	5	3	6	0	4	-0.366204	1	1	4	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2	16.610	2.00	-
3	2	0	0	4	3	5	-0.501359	1	1	4	0.500010	0.000000	0.000000	0.000000	0.000000	0.499990	1.000000	0.037040	27	17.932	16667.17	-
3	4	4	4	4	4	2	0.287682	0	1	2	0.000010	0.000000	0.000000	0.000000	0.999990	0.000000	0.000000	0.000000	2	100.415	204.91	-
3	4	3	5	5	5	4	0.436444	0	0	-	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	2	100.737	135.24	-
3	6	5	4	3	0	2	-0.039261	1	1	2	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2	21.322	2.00	-
3	4	4	0	3	6	6	-0.039261	1	1	3	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2	45.006	4.00	-
3	4	5	2	6	1	2	-0.405465	0	7	6;4;16;39	0.767570	0.171990	0.028250	0.016380	0.000000	0.000000	1.069670	1.067517	36	20.807	1.63	-
3	0	5	0	4	6	2	-0.501359	1	2	4;2	0.333340	0.000010	0.000000	0.000000	0.666650	0.000000	0.918303	0.000000	3	101.000	29.10	-
3	6	0	3	3	4	5	0.326943	0	0	-	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	2	101.000	86.12	-
3	4	6	0	1	6	6	-0.039261	1	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2	41.013	4.00	-
3	4	2	0	3	6	2	-0.039261	1	2	3;2	0.500020	0.000010	0.000000	0.000000	0.499970	0.000000	1.000000	0.037020	27	101.000	43.56	-
3	1	1	5	6	1	2	-0.562133	0	2	2;70	0.984260	0.015740	0.000000	0.000000	0.000000	0.000000	0.124013	0.123671	27	24.541	1.58	-
3	0	4	0	4	2	2	-0.867563	1	2	4;2	0.999990	0.000010	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2	16.610	1.00	-
3	6	3	0	5	6	6	0.095894	1	0	-	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	2	101.000	57.21	-
3	4	2	2	1	6	2	0.191788	0	3	15;2;1	0.000020	0.000010	0.000010	0.000000	0.999960	0.000000	0.000000	0.000000	2	101.000	46.80	-
3	1	1	1	2	1	2	-1.098612	0	1	2	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2	16.610	1.00	-
3	3	1	2	5	2	2	-0.270310	0	4	13;15;6;2	0.521270	0.240950	0.237770	0.000010	0.000000	0.000000	1.488510	1.488073	36	16.610	1.33	-
3	2	4	3	5	1	1	-0.501359	0	3	3;1;12	0.608590	0.321470	0.069940	0.000000	0.000000	0.000000	1.237970	1.222386	36	16.610	1.33	-
3	0	4	0	3	6	3	-0.501359	1	1	3	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2	17.610	1.33	-
3	0	1	0	1	3	5	-0.732408	1	1	1	0.666670	0.000000	0.000000	0.000000	0.000000	0.333330	0.918283	0.000000	3	17.932	16667.17	-
