threshold,k,parent_depth,child_depth,parent_bin,parent_bin_mass,first_parent_depth,weights,parent_bin_weight_num,parent_bin_weight_den,parent_bin_weight_decimal,weighted_high_child_mass_num,weighted_high_child_mass_den,weighted_high_child_mass_decimal,weighted_parent_mass_num,weighted_parent_mass_den,weighted_parent_mass_decimal,ratio_num,ratio_den,ratio_decimal,rho_num,rho_den,rho_decimal,rho_minus_ratio_num,rho_minus_ratio_den,rho_minus_ratio_decimal,selection_scope,source,source_sha256,source_sha256_verified
3/10,14,6,7,6,1519730948480225224,2,1;1,1,1,1,771339421742660707,1,7.71339421743e+17,1519730948480225224,1,1.51973094848e+18,771339421742660707,1519730948480225224,0.507549986077,179,200,0.895,1840061803584815214,4749159214000703825,0.387450013923,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
3/10,14,6,7,7,7632597289610151329,2,1;1,1,1,1,5376854240353146814,1,5.37685424035e+18,7632597289610151329,1,7.63259728961e+18,5376854240353146814,7632597289610151329,0.704459312647,179,200,0.895,290864066769587725091,1526519457922030265800,0.190540687353,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
3/10,14,7,8,6,2295736268214328653,2,1;1,1,1,1,1105090826141756474,1,1.10509082614e+18,2295736268214328653,1,2.29573626821e+18,1105090826141756474,2295736268214328653,0.481366627971,179,200,0.895,189918626782013534087,459147253642865730600,0.413633372029,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
3/10,14,7,8,7,5339167729499221852,2,1;1,1,1,1,3644849373826283502,1,3.64484937383e+18,5339167729499221852,1,5.3391677295e+18,1822424686913141751,2669583864749610926,0.682662459486,179,200,0.895,56685287203776002777,266958386474961092600,0.212337540514,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
3/10,14,8,9,6,2735541293105060682,2,1;1,1,1,1,1121525605668684771,1,1.12152560567e+18,2735541293105060682,1,2.73554129311e+18,373841868556228257,911847097701686894,0.40998306569,179,200,0.895,44226128388678151313,91184709770168689400,0.48501693431,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
3/10,14,8,9,7,3475856319689918562,2,1;1,1,1,1,2331442154491190615,1,2.33144215449e+18,3475856319689918562,1,3.47585631969e+18,2331442154491190615,3475856319689918562,0.67075331661,179,200,0.895,77944925163128649799,347585631968991856200,0.22424668339,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
3/10,14,9,10,6,2324156391938950679,2,1;1,1,1,1,881492318252865244,1,8.81492318253e+17,2324156391938950679,1,2.32415639194e+18,881492318252865244,2324156391938950679,0.379274097608,179,200,0.895,239725530506499122741,464831278387790135800,0.515725902392,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
3/10,14,9,10,7,2123557444381895799,2,1;1,1,1,1,1372706605083111808,1,1.37270660508e+18,2123557444381895799,1,2.12355744438e+18,1372706605083111808,2123557444381895799,0.646418399801,179,200,0.895,105575461527736986421,424711488876379159800,0.248581600199,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
3/10,14,10,11,6,1828815378707293092,2,1;1,1,1,1,573903800156918902,1,5.73903800157e+17,1828815378707293092,1,1.82881537871e+18,286951900078459451,914407689353646546,0.31381177501,179,200,0.895,53144298189305420767,91440768935364654600,0.58118822499,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
3/10,14,10,11,7,1107906936675868305,2,1;1,1,1,1,674291182424877989,1,6.74291182425e+17,1107906936675868305,1,1.10790693668e+18,674291182424877989,1107906936675868305,0.608617168196,179,200,0.895,12691421036000965759,44316277467034732200,0.286382831804,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
3/10,14,11,12,6,1126377687817341665,2,1;1,1,1,1,290954512278068264,1,2.90954512278e+17,1126377687817341665,1,1.12637768782e+18,290954512278068264,1126377687817341665,0.258309903885,179,200,0.895,28686140732738101047,45055107512693666600,0.636690096115,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
3/10,14,11,12,7,459755463645235584,2,1;1,1,1,1,200994696286588271,1,2.00994696287e+17,459755463645235584,1,4.59755463645e+17,200994696286588271,459755463645235584,0.437177395768,179,200,0.895,5262161091897439417,11493886591130889600,0.457822604232,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
3/10,14,12,13,6,565199332401166269,2,1;1,1,1,1,104439947241774512,1,1.04439947242e+17,565199332401166269,1,5.65199332401e+17,104439947241774512,565199332401166269,0.184784272122,179,200,0.895,80282691051453859751,113039866480233253800,0.710215727878,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
3/10,14,12,13,7,63238638416127027,2,1;1,1,1,1,26530359343196249,1,2.65303593432e+16,63238638416127027,1,6.32386384161e+16,26530359343196249,63238638416127027,0.419527681299,179,200,0.895,6013644407847488033,12647727683225405400,0.475472318701,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
3/10,15,2,3,7,47049100452382107460,2,1;1,1,1,1,41876335276796655101,1,4.18763352768e+19,47049100452382107460,1,4.70491004524e+19,41876335276796655101,47049100452382107460,0.890056023902,179,200,0.895,2326096280853310757,470491004523821074600,0.00494397609835,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
3/10,15,3,4,7,41876335276796655101,2,1;1,1,1,1,34571003087310478256,1,3.45710030873e+19,41876335276796655101,1,4.18763352768e+19,34571003087310478256,41876335276796655101,0.82554986865,179,200,0.895,581663397084505611879,8375267055359331020200,0.0694501313498,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
3/10,15,4,5,6,2364330655879483283,2,1;1,1,1,1,624517873241018575,1,6.24517873241e+17,2364330655879483283,1,2.36433065588e+18,624517873241018575,2364330655879483283,0.264141511547,179,200,0.895,298311612754223792657,472866131175896656600,0.630858488453,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
3/10,15,4,5,7,35792448933533898922,2,1;1,1,1,1,28136328185516643337,1,2.81363281855e+19,35792448933533898922,1,3.57924489335e+19,28136328185516643337,35792448933533898922,0.786096761296,179,200,0.895,389791360999619619819,3579244893353389892200,0.108903238704,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
3/10,15,5,6,6,3501529446967405019,2,1;1,1,1,1,986565275787143377,1,9.86565275787e+17,3501529446967405019,1,3.50152944697e+18,986565275787143377,3501529446967405019,0.281752671434,179,200,0.895,429460715849736823001,700305889393481003800,0.613247328566,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
3/10,15,5,6,7,31220385959787693701,2,1;1,1,1,1,23115571117203809732,1,2.31155711172e+19,31220385959787693701,1,3.12203859598e+19,23115571117203809732,31220385959787693701,0.740399915202,179,200,0.895,965334863361235226079,6244077191957538740200,0.154600084798,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
3/10,15,6,7,6,3534814328210488275,2,1;1,1,1,1,1545139256534789400,1,1.54513925653e+18,3534814328210488275,1,3.53481432821e+18,20601856753797192,47130857709473177,0.437120344399,179,200,0.895,4316052179236260283,9426171541894635400,0.457879655601,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
3/10,15,6,7,7,26602918205051928534,2,1;1,1,1,1,18988380334814718334,1,1.89883803348e+19,26602918205051928534,1,2.66029182051e+19,9494190167407359167,13301459102525964267,0.713770579169,179,200,0.895,482123145870675770393,2660291820505192853400,0.181229420831,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
3/10,15,7,8,6,6609604630115245074,2,1;1,1,1,1,3225923551752988640,1,3.22592355175e+18,6609604630115245074,1,6.60960463012e+18,1612961775876494320,3304802315057622537,0.488066039087,179,200,0.895,268967259220015570123,660960463011524507400,0.406933960913,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
3/10,15,7,8,7,19506916376202866682,2,1;1,1,1,1,13419077374908266231,1,1.34190773749e+19,19506916376202866682,1,1.95069163762e+19,13419077374908266231,19506916376202866682,0.687913820725,179,200,0.895,403961278179329944939,1950691637620286668200,0.207086179275,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
3/10,15,8,9,6,8258484981209683472,2,1;1,1,1,1,3424374390504036263,1,3.4243743905e+18,8258484981209683472,1,8.25848498121e+18,489196341500576609,1179783568744240496,0.414649224197,179,200,0.895,14167748813137965873,29494589218606012400,0.480350775803,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
3/10,15,8,9,7,13037716433230333480,2,1;1,1,1,1,8871851974048605770,1,8.87185197405e+18,13037716433230333480,1,1.30377164332e+19,887185197404860577,1303771643323033348,0.680475911521,179,200,0.895,13984521168462713473,65188582166151667400,0.214524088479,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
3/10,15,9,10,6,7851492941060492627,2,1;1,1,1,1,3037549676766947472,1,3.03754967677e+18,7851492941060492627,1,7.85149294106e+18,3037549676766947472,7851492941060492627,0.386875426058,179,200,0.895,797907301096438685833,1570298588212098525400,0.508124573942,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
3/10,15,9,10,7,8185840501492495761,2,1;1,1,1,1,5409460205548415736,1,5.40946020555e+18,8185840501492495761,1,8.18584050149e+18,1803153401849471912,2728613500497498587,0.660831371508,179,200,0.895,127791136219157864673,545722700099499717400,0.234168628492,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
3/10,15,10,11,6,6220569895907152500,2,1;1,1,1,1,2319678846007330092,1,2.31967884601e+18,6220569895907152500,1,6.22056989591e+18,193306570500610841,518380824658929375,0.372904554538,179,200,0.895,2165154140553047597,4147046597271435000,0.522095445462,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
3/10,15,10,11,7,4809489184754548676,2,1;1,1,1,1,3086378480310026814,1,3.08637848031e+18,4809489184754548676,1,4.80948918475e+18,1543189240155013407,2404744592377274338,0.641726878208,179,200,0.895,60905717002264712551,240474459237727433800,0.253273121792,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
3/10,15,11,12,6,4588154703688976008,2,1;1,1,1,1,1433565955343104722,1,1.43356595534e+18,4588154703688976008,1,4.58815470369e+18,716782977671552361,2294077351844488004,0.312449350104,179,200,0.895,66820812611463220129,114703867592224400200,0.582550649896,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
3/10,15,11,12,7,2558942651650377738,2,1;1,1,1,1,1560561089253747637,1,1.56056108925e+18,2558942651650377738,1,2.55894265165e+18,1560561089253747637,2558942651650377738,0.609846058194,179,200,0.895,72969258397334043851,255894265165037773800,0.285153941806,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
3/10,15,12,13,6,2793667499576506322,2,1;1,1,1,1,742787125909692937,1,7.4278712591e+17,2793667499576506322,1,2.79366749958e+18,742787125909692937,2793667499576506322,0.265882438058,179,200,0.895,175754528621128022119,279366749957650632200,0.629117561942,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
3/10,15,12,13,7,1038423848328800714,2,1;1,1,1,1,467429286275110979,1,4.67429286275e+17,1038423848328800714,1,1.03842384833e+18,467429286275110979,1038423848328800714,0.450133427721,179,200,0.895,46196005797916566003,103842384832880071400,0.444866572279,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
3/10,15,13,14,6,1403491219137196123,2,1;1,1,1,1,259603013598100374,1,2.59603013598e+17,1403491219137196123,1,1.40349121914e+18,259603013598100374,1403491219137196123,0.184969460484,179,200,0.895,199304325505938031217,280698243827439224600,0.710030539516,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
3/10,15,13,14,7,140928246111320423,2,1;1,1,1,1,56428849316205387,1,5.64288493162e+16,140928246111320423,1,1.40928246111e+17,8061264188029341,20132606587331489,0.400408370027,179,200,0.895,1991483741526468331,4026521317466297800,0.494591629973,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
3/10,16,2,3,7,150018628595844245849,2,1;1,1,1,1,133723752831514417699,1,1.33723752832e+20,150018628595844245849,1,1.50018628596e+20,133723752831514417699,150018628595844245849,0.891380984369,179,200,0.895,108583952353236467171,30003725719168849169800,0.00361901563058,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
3/10,16,3,4,7,133723752831514417699,2,1;1,1,1,1,110641944802544004206,1,1.10641944803e+20,133723752831514417699,1,1.33723752832e+20,110641944802544004206,133723752831514417699,0.827391861653,179,200,0.895,1808162796332279926921,26744750566302883539800,0.0676081383466,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
3/10,16,4,5,6,7427489087762493722,2,1;1,1,1,1,1971633051824841869,1,1.97163305182e+18,7427489087762493722,1,7.42748908776e+18,1971633051824841869,7427489087762493722,0.265450817703,179,200,0.895,467596968172259001219,742748908776249372200,0.629549182297,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
3/10,16,4,5,7,114523863361517827173,2,1;1,1,1,1,90272482046922185056,1,9.02724820469e+19,114523863361517827173,1,1.14523863362e+20,90272482046922185056,114523863361517827173,0.788241676426,179,200,0.895,2445275132327254052767,22904772672303565434600,0.106758323574,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
3/10,16,5,6,6,11033497031228587833,2,1;1,1,1,1,3127101978064085317,1,3.12710197806e+18,11033497031228587833,1,1.10334970312e+19,3127101978064085317,11033497031228587833,0.283418935013,179,200,0.895,1349575572977100158707,2206699406245717566600,0.611581064987,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
3/10,16,5,6,7,100055255614850358889,2,1;1,1,1,1,75956159171144687983,1,7.59561591711e+19,100055255614850358889,1,1.00055255615e+20,75956159171144687983,100055255614850358889,0.759142123064,179,200,0.895,2718658920829276644531,20011051122970071777800,0.135857876936,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
3/10,16,6,7,6,13437339889228150121,2,1;1,1,1,1,5207295439338373101,1,5.20729543934e+18,13437339889228150121,1,1.34373398892e+19,5207295439338373101,13437339889228150121,0.387524278039,179,200,0.895,1363824752304164251459,2687467977845630024200,0.507475721961,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
3/10,16,6,7,7,85796142962437200288,2,1;1,1,1,1,61618468493049341902,1,6.1618468493e+19,85796142962437200288,1,8.57961429624e+19,30809234246524670951,42898071481218600144,0.718196254114,179,200,0.895,189613493229149404447,1072451787030465003600,0.176803745886,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
3/10,16,7,8,6,18538970094193826488,2,1;1,1,1,1,9153425339382417824,1,9.15342533938e+18,18538970094193826488,1,1.85389700942e+19,1144178167422802228,2317371261774228311,0.493739689577,179,200,0.895,185973822373026422069,463474252354845662200,0.401260310423,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
3/10,16,7,8,7,68128070060977909418,2,1;1,1,1,1,46410710042253755101,1,4.64107100423e+19,68128070060977909418,1,6.8128070061e+19,46410710042253755101,68128070060977909418,0.681227429468,179,200,0.895,1456391266232147382811,6812807006097790941800,0.213772570532,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
3/10,16,8,9,6,24381209750915280326,2,1;1,1,1,1,11022304868103699845,1,1.10223048681e+19,24381209750915280326,1,2.43812097509e+19,11022304868103699845,24381209750915280326,0.452081950843,179,200,0.895,1079887785896547604677,2438120975091528032600,0.442918049157,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
3/10,16,8,9,7,46381847079267827077,2,1;1,1,1,1,31572624512663844597,1,3.15726245127e+19,46381847079267827077,1,4.63818470793e+19,31572624512663844597,46381847079267827077,0.680710806077,179,200,0.895,1987825724656172127383,9276369415853565415400,0.214289193923,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
3/10,16,9,10,6,25301905936910170423,2,1;1,1,1,1,9794308381235343458,1,9.79430838124e+18,25301905936910170423,1,2.53019059369e+19,9794308381235343458,25301905936910170423,0.387097652076,179,200,0.895,2570179486459851814117,5060381187382034084600,0.507902347924,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
3/10,16,9,10,7,30542810622522546122,2,1;1,1,1,1,20416632718090303006,1,2.04166327181e+19,30542810622522546122,1,3.05428106225e+19,10208316359045151503,15271405311261273061,0.668459526218,179,200,0.895,691918278906737577319,3054281062252254612200,0.226540473782,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
3/10,16,10,11,6,21008738442868124806,2,1;1,1,1,1,8192410479990669555,1,8.19241047999e+18,21008738442868124806,1,2.10087384429e+19,8192410479990669555,21008738442868124806,0.389952519151,179,200,0.895,1061041042637630214637,2100873844286812480600,0.505047480849,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
3/10,16,10,11,7,19108181747828383659,2,1;1,1,1,1,12490545615012446057,1,1.2490545615e+19,19108181747828383659,1,1.91081817478e+19,12490545615012446057,19108181747828383659,0.65367525701,179,200,0.895,922255409858791463561,3821636349565676731800,0.24132474299,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
3/10,16,11,12,6,16040014600971461268,2,1;1,1,1,1,5933060547962010007,1,5.93306054796e+18,16040014600971461268,1,1.6040014601e+19,5933060547962010007,16040014600971461268,0.369891218653,179,200,0.895,421137625995372391393,802000730048573063400,0.525108781347,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
3/10,16,11,12,7,11367031851644887814,2,1;1,1,1,1,7268026629709300365,1,7.26802662971e+18,11367031851644887814,1,1.13670318516e+19,7268026629709300365,11367031851644887814,0.639395290219,179,200,0.895,290546687751287422853,1136703185164488781400,0.255604709781,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
3/10,16,12,13,6,11552826887531038087,2,1;1,1,1,1,3623798521071690635,1,3.62379852107e+18,11552826887531038087,1,1.15528268875e+19,3623798521071690635,11552826887531038087,0.313672017797,179,200,0.895,1343196308653717690573,2310565377506207617400,0.581327982203,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
3/10,16,12,13,7,6119619614904852602,2,1;1,1,1,1,3652124765601744633,1,3.6521247656e+18,6119619614904852602,1,6.1196196149e+18,3652124765601744633,6119619614904852602,0.59678950579,179,200,0.895,182493478973809844579,611961961490485260200,0.29821049421,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
3/10,16,13,14,6,6880012536082296545,2,1;1,1,1,1,1794013833562014787,1,1.79401383356e+18,6880012536082296545,1,6.88001253608e+18,1794013833562014787,6880012536082296545,0.260757349518,179,200,0.895,174543895449265624831,275200501443291861800,0.634242650482,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
3/10,16,13,14,7,2481240839338267731,2,1;1,1,1,1,1139373381596779458,1,1.1393733816e+18,2481240839338267731,1,2.48124083934e+18,126597042399642162,275693426593140859,0.459194997734,179,200,0.895,24029714880243781361,55138685318628171800,0.435805002266,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
3/10,16,14,15,6,3467553336320151237,2,1;1,1,1,1,655327820195887199,1,6.55327820196e+17,3467553336320151237,1,3.46755333632e+18,655327820195887199,3467553336320151237,0.188988533596,179,200,0.895,489626483162129631623,693510667264030247400,0.706011466404,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
3/10,16,14,15,7,323536665790246142,2,1;1,1,1,1,121820975240063045,1,1.2182097524e+17,323536665790246142,1,3.2353666579e+17,4200723284140105,11156436751387798,0.376529117473,179,200,0.895,578428760835197421,1115643675138779800,0.518470882527,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
3/10,17,2,3,7,479475287827487078427,2,1;1,1,1,1,427972643644712297522,1,4.27972643645e+20,479475287827487078427,1,4.79475287827e+20,427972643644712297522,479475287827487078427,0.892585404315,179,200,0.895,231547792177727534033,95895057565497415685400,0.00241459568466,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
3/10,17,3,4,7,427972643644712297522,2,1;1,1,1,1,354819510898578361582,1,3.54819510899e+20,427972643644712297522,1,4.27972643645e+20,177409755449289180791,213986321822356148761,0.829070540296,179,200,0.895,2821600516343914470019,42797264364471229752200,0.0659294597037,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
3/10,17,4,5,6,23416206081107680253,2,1;1,1,1,1,6244156464453605544,1,6.24415646445e+18,23416206081107680253,1,2.34162060811e+19,892022352064800792,3345172297301097179,0.266659613552,179,200,0.895,420381370803936236641,669034459460219435800,0.628340386448,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
3/10,17,4,5,7,367188720667347076605,2,1;1,1,1,1,290152668927295013915,1,2.90152668927e+20,367188720667347076605,1,3.67188720667e+20,58030533785459002783,73437744133469415321,0.79020038633,179,200,0.895,1539249442799224785859,14687548826693883064200,0.10479961367,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
3/10,17,5,6,6,24676203343420676441,2,1;1,1,1,1,7464267455405731001,1,7.46426745541e+18,24676203343420676441,1,2.46762033434e+19,7464267455405731001,24676203343420676441,0.302488488668,179,200,0.895,2924186907391154882739,4935240668684135288200,0.592511511332,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
3/10,17,5,6,7,331474371526995346658,2,1;1,1,1,1,249088515381450571604,1,2.49088515381e+20,331474371526995346658,1,3.31474371527e+20,124544257690725285802,165737185763497673329,0.751456332005,179,200,0.895,4758104713521026365491,33147437152699534665800,0.143543667995,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
3/10,17,6,7,6,45092530781670532836,2,1;1,1,1,1,19549389571347177017,1,1.95493895713e+19,45092530781670532836,1,4.50925307817e+19,19549389571347177017,45092530781670532836,0.433539418446,179,200,0.895,1040421273912397493561,2254626539083526641800,0.461460581554,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
3/10,17,6,7,7,277712121383754149897,2,1;1,1,1,1,200924354459874758663,1,2.0092435446e+20,277712121383754149897,1,2.77712121384e+20,200924354459874758663,277712121383754149897,0.723498684388,179,200,0.895,9525598835717041098963,55542424276750829979400,0.171501315612,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
3/10,17,7,8,6,58423572245151510105,2,1;1,1,1,1,28641686819530904005,1,2.86416868195e+19,58423572245151510105,1,5.84235722452e+19,5728337363906180801,11684714449030302021,0.490241964311,179,200,0.895,945896413595187901559,2336942889806060404200,0.404758035689,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
